Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
237	Suriname	553.208	559.01	564.936	570.953	576.997	583.065	589.124	595.159	601.168	607.146	613.091	618.999	624.849	630.614	636.241	641.706	646.995	652.127	657.105	661.928	666.634	671.227	675.702	680.066	684.342	688.534	692.654	696.708	700.708	704.646	708.554	712.419	716.253	720.067	723.88	727.684	731.505	735.329	739.148	742.97	746.791	750.604	754.405	758.192	761.959	765.7	769.413	773.096	776.757	780.384	783.997	787.565	791.118	794.65	798.159	801.654	805.133	808.605	812.077	815.555	819.037	822.547	826.079	829.636	833.21	836.808	840.42	844.075	847.748	851.446	855.176	858.937	862.732	866.55	870.389	874.249	878.129	882.02	885.925	889.838	893.776	897.711	901.653	905.595	909.531	913.455
238	Uruguay	3431.552	3448.55	3466.549	3485.316	3504.644	3524.388	3544.446	3564.752	3585.296	3606.062	3627.063	3648.267	3669.561	3690.761	3711.641	3732.046	3751.883	3771.188	3790.013	3808.466	3826.625	3844.521	3862.133	3879.539	3896.788	3913.945	3931.055	3948.118	3965.22	3982.392	3999.687	4017.13	4034.727	4052.498	4070.47	4088.632	4106.994	4125.548	4144.255	4163.039	4181.842	4200.668	4219.49	4238.266	4256.935	4275.465	4293.835	4312.051	4330.099	4347.988	4365.713	4383.297	4400.737	4418.073	4435.359	4452.62	4469.893	4487.184	4504.546	4522.034	4539.677	4557.519	4575.542	4593.794	4612.289	4631.03	4650.036	4669.319	4688.836	4708.54	4728.411	4748.407	4768.58	4788.914	4809.444	4830.185	4851.127	4872.285	4893.638	4915.173	4936.883	4958.762	4980.806	5003.032	5025.452	5048.091
239	Venezuela (Bolivarian Republic of)	31155.134	31609.974	32073.918	32544.208	33018.635	33495.558	33973.872	34453.049	34933.001	35413.993	35896.233	36379.422	36862.431	37343.121	37818.779	38287.471	38748.275	39201.605	39648.44	40090.41	40528.806	40963.828	41395.278	41823.585	42249.196	42672.484	43093.72	43513.042	43930.488	44345.989	44759.525	45171.137	45580.914	45988.899	46395.154	46799.689	47202.514	47603.565	48002.639	48399.436	48793.767	49185.554	49574.808	49961.463	50345.462	50726.783	51105.398	51481.36	51854.78	52225.819	52594.615	52961.245	53325.773	53688.321	54049.02	54408.003	54765.37	55121.207	55475.591	55828.616	56180.34	56530.846	56880.24	57228.637	57576.206	57923.062	58269.302	58614.956	58960.055	59304.572	59648.531	59991.957	60334.908	60677.414	61019.496	61361.199	61702.536	62043.535	62384.218	62724.598	63064.682	63404.501	63744.051	64083.361	64422.426	64761.266
240	NORTHERN AMERICA	356003.541	358936.701	362054.28	365320.238	368704.641	372183.705	375740.098	379362.585	383045.195	386785.846	390581.813	394425.228	398298.894	402174.631	406018.186	409803.731	413519.671	417166.767	420748.027	424272.26	427747.326	431175.187	434556.974	437900.399	441215.03	444510.848	447793.255	451070.968	454361.456	457685.522	461060.131	464493.706	467990.214	471556.291	475197.145	478916.504	482717.429	486600.782	490564.287	494603.648	498714.249	502894.608	507141.262	511444.598	515792.593	520175.247	524587.852	529027.592	533488.838	537966.112	542455.063	546953.208	551459.249	555972.028	560491.156	565017.182	569549.751	574090.848	578646.491	583224.776	587832.319	592471.939	597145.041	601855.411	606606.781	611402.261	616243.81	621132.538	626069.402	631054.853	636088.918	641171.628	646302.419	651479.886	656702.088	661966.928	667272.272	672615.841	677995.261	683407.774	688850.25	694319.057	699810.092	705318.781	710840.011	716368.241
241	Bermuda	62.003	61.675	61.419	61.252	61.126	61.071	61.048	61.059	61.088	61.122	61.167	61.208	61.229	61.251	61.252	61.249	61.235	61.205	61.162	61.101	61.035	60.951	60.859	60.754	60.623	60.497	60.353	60.191	60.034	59.868	59.689	59.527	59.366	59.204	59.054	58.922	58.792	58.682	58.589	58.506	58.443	58.394	58.361	58.352	58.357	58.368	58.4	58.438	58.492	58.552	58.619	58.703	58.781	58.872	58.963	59.061	59.161	59.265	59.365	59.475	59.584	59.698	59.813	59.941	60.065	60.196	60.333	60.469	60.622	60.775	60.932	61.099	61.272	61.452	61.633	61.823	62.023	62.224	62.437	62.645	62.868	63.085	63.308	63.541	63.768	64
242	Canada	35949.709	36321.98	36707.468	37102.744	37505.003	37912.016	38322.249	38734.739	39149.062	39565.195	39983.049	40402.074	40820.816	41236.758	41646.832	42048.792	42441.682	42825.85	43202.075	43571.762	43936.138	44295.556	44650.187	45001.009	45349.151	45695.673	46041.133	46386.227	46732.286	47080.801	47432.969	47789.566	48150.789	48516.591	48886.591	49260.555	49638.547	50020.886	50407.784	50799.492	51196.16	51597.787	52004.163	52414.901	52829.48	53247.445	53668.595	54092.724	54519.415	54948.158	55378.547	55810.438	56243.715	56678.064	57113.129	57548.754	57984.814	58421.49	58859.271	59298.87	59740.858	60185.45	60632.757	61083.103	61536.825	61994.218	62455.45	62920.645	63389.98	63863.645	64341.717	64824.271	65311.265	65802.552	66297.922	66797.162	67300.122	67806.641	68316.604	68829.855	69346.186	69865.36	70387.035	70910.861	71436.384	71963.108
243	Greenland	56.377	56.486	56.638	56.821	57.038	57.274	57.532	57.787	58.036	58.288	58.53	58.757	58.97	59.153	59.33	59.476	59.61	59.712	59.804	59.883	59.939	59.987	60.018	60.046	60.07	60.074	60.083	60.096	60.105	60.117	60.135	60.158	60.185	60.228	60.283	60.344	60.428	60.517	60.622	60.744	60.871	61.008	61.157	61.317	61.482	61.649	61.821	61.997	62.169	62.349	62.528	62.705	62.888	63.066	63.243	63.42	63.599	63.78	63.956	64.146	64.33	64.523	64.728	64.93	65.138	65.356	65.581	65.814	66.052	66.3	66.552	66.814	67.084	67.358	67.63	67.908	68.196	68.482	68.767	69.056	69.35	69.644	69.942	70.234	70.525	70.823
244	Saint Pierre and Miquelon	6.29	6.299	6.327	6.36	6.413	6.464	6.527	6.596	6.662	6.734	6.805	6.875	6.945	7.007	7.08	7.141	7.206	7.267	7.325	7.39	7.442	7.503	7.555	7.608	7.657	7.705	7.747	7.799	7.849	7.889	7.935	7.975	8.02	8.063	8.11	8.156	8.197	8.248	8.291	8.337	8.389	8.434	8.478	8.526	8.569	8.616	8.665	8.715	8.757	8.808	8.855	8.897	8.944	8.987	9.032	9.075	9.118	9.163	9.208	9.256	9.295	9.342	9.388	9.436	9.478	9.531	9.575	9.627	9.676	9.729	9.779	9.834	9.885	9.935	9.989	10.047	10.099	10.15	10.207	10.259	10.316	10.369	10.425	10.481	10.535	10.585
245	United States of America	319929.162	322490.261	325222.428	328093.061	331075.061	334146.88	337292.742	340502.404	343770.347	347094.507	350472.262	353896.314	357350.934	360810.462	364243.692	367627.073	370949.938	374212.733	377417.661	380572.124	383682.772	386751.19	389778.355	392770.982	395737.529	398686.899	401623.939	404556.655	407501.182	410476.847	413499.403	416576.48	419711.854	422912.205	426183.107	429528.527	432951.465	436452.449	440029.001	443676.569	447390.386	451168.985	455009.103	458901.502	462834.705	466799.169	470790.371	474805.718	478840.005	482888.245	486946.514	491012.465	495084.921	499163.039	503246.789	507336.872	511433.059	515537.15	519654.691	523793.029	527958.252	532152.926	536378.355	540638.001	544935.275	549272.96	553652.871	558075.983	562543.072	567054.404	571609.938	576209.61	580852.913	585538.589	590264.914	595029.988	599831.832	604668.344	609537.246	614435.959	619361.53	624310.599	629279.382	634263.664	639258.799	644259.725
246	OCEANIA	39542.98	40169.754	40805.313	41446.966	42092.831	42741.579	43392.691	44046.451	44703.604	45365.415	46032.887	46706.182	47384.177	48064.098	48742.267	49416.006	50084.44	50748.213	51408.286	52066.131	52723.164	53379.652	54035.651	54692.151	55350.331	56011.139	56675.027	57342.416	58014.238	58691.511	59374.827	60064.735	60761.152	61463.795	62172.088	62885.594	63604.098	64327.553	65055.497	65787.452	66522.991	67261.793	68003.558	68747.69	69493.383	70240.06	70987.479	71735.496	72483.905	73232.73	73981.923	74731.373	75481.09	76231.268	76982.152	77733.985	78486.908	79241.021	79996.503	80753.562	81512.402	82273.206	83036.081	83801.251	84569.065	85339.79	86113.461	86890.078	87669.788	88452.587	89238.516	90027.492	90819.438	91614.117	92411.251	93210.579	94011.81	94814.678	95618.975	96424.397	97230.603	98037.243	98843.852	99649.965	100455.01	101258.38
247	Australia/New Zealand	28414.088	28824.513	29238.554	29654.265	30070.261	30485.652	30900.128	31313.924	31727.693	32142.386	32558.868	32977.351	33397.086	33816.154	34231.969	34642.682	35047.729	35447.74	35843.587	36236.602	36627.95	37017.997	37406.919	37795.526	38184.772	38575.458	38967.979	39362.767	39760.728	40162.799	40569.706	40981.866	41399.233	41821.367	42247.623	42677.398	43110.535	43547.025	43986.592	44428.943	44873.801	45320.981	45770.226	46221.056	46672.902	47125.345	47578.172	48031.361	48484.819	48938.561	49392.621	49846.965	50301.651	50756.941	51213.196	51670.713	52129.658	52590.16	53052.35	53516.419	53982.526	54450.821	54921.492	55394.744	55870.884	56350.129	56832.546	57318.217	57807.319	58300.02	58796.428	59296.545	59800.284	60307.439	60817.735	61330.924	61846.764	62365.065	62885.622	63408.22	63932.588	64458.4	64985.259	65512.696	66040.194	66567.164
248	Australia	23799.556	24159.299	24521.799	24885.463	25249.159	25612.182	25974.303	26335.754	26697.121	27059.239	27422.862	27788.211	28154.717	28520.8	28884.341	29243.845	29598.867	29949.986	30297.995	30644.094	30989.321	31334.025	31678.36	32023.028	32368.818	32716.411	33066.129	33418.341	33773.817	34133.375	34497.609	34866.879	35241.073	35619.76	36002.223	36387.868	36776.509	37168.106	37562.401	37959.156	38358.108	38759.082	39161.81	39565.828	39970.594	40375.698	40780.939	41186.292	41591.67	41997.091	42402.581	42808.118	43213.766	43619.774	44026.506	44434.244	44843.168	45253.402	45665.121	46078.53	46493.825	46911.139	47330.668	47752.671	48177.482	48605.343	49036.342	49470.533	49908.029	50348.921	50793.256	51241.021	51692.105	52146.27	52603.204	53062.603	53524.236	53987.899	54453.415	54920.591	55389.172	55858.863	56329.289	56800.001	57270.505	57740.23
249	New Zealand	4614.532	4665.214	4716.755	4768.802	4821.102	4873.47	4925.825	4978.17	5030.572	5083.147	5136.006	5189.14	5242.369	5295.354	5347.628	5398.837	5448.862	5497.754	5545.592	5592.508	5638.629	5683.972	5728.559	5772.498	5815.954	5859.047	5901.85	5944.426	5986.911	6029.424	6072.097	6114.987	6158.16	6201.607	6245.4	6289.53	6334.026	6378.919	6424.191	6469.787	6515.693	6561.899	6608.416	6655.228	6702.308	6749.647	6797.233	6845.069	6893.149	6941.47	6990.04	7038.847	7087.885	7137.167	7186.69	7236.469	7286.49	7336.758	7387.229	7437.889	7488.701	7539.682	7590.824	7642.073	7693.402	7744.786	7796.204	7847.684	7899.29	7951.099	8003.172	8055.524	8108.179	8161.169	8214.531	8268.321	8322.528	8377.166	8432.207	8487.629	8543.416	8599.537	8655.97	8712.695	8769.689	8826.934
250	Melanesia	9933.15	10137.964	10347.985	10562.498	10780.962	11002.951	11228.206	11456.609	11688.223	11923.165	12161.493	12403.135	12647.714	12894.563	13142.785	13391.716	13641.086	13890.899	14141.289	14392.48	14644.662	14897.817	15151.839	15406.9	15663.174	15920.807	16179.857	16440.297	16702.176	16965.45	17230.116	17496.16	17763.601	18032.489	18302.895	18574.867	18848.377	19123.342	19399.598	19676.963	19955.248	20234.373	20514.281	20794.839	21075.868	21357.255	21638.893	21920.752	22202.73	22484.813	22766.942	23049.081	23331.164	23613.125	23894.888	24176.389	24457.581	24738.466	25019.066	25299.42	25579.553	25859.46	26139.087	26418.462	26697.618	26976.54	27255.217	27533.627	27811.659	28089.168	28366.09	28642.366	28917.95	29192.85	29467.056	29740.52	30013.27	30285.211	30556.277	30826.436	31095.631	31363.78	31630.882	31896.921	32161.832	32425.632
251	Fiji	892.149	900.501	908.839	917.109	925.317	933.423	941.42	949.321	957.131	964.88	972.572	980.218	987.791	995.27	1002.595	1009.74	1016.683	1023.434	1030.019	1036.462	1042.781	1048.991	1055.077	1061.062	1066.94	1072.748	1078.481	1084.137	1089.729	1095.253	1100.694	1106.075	1111.395	1116.673	1121.916	1127.154	1132.378	1137.6	1142.801	1147.993	1153.169	1158.313	1163.443	1168.563	1173.65	1178.71	1183.733	1188.752	1193.74	1198.713	1203.665	1208.612	1213.539	1218.466	1223.387	1228.333	1233.293	1238.265	1243.259	1248.272	1253.306	1258.365	1263.452	1268.559	1273.719	1278.912	1284.151	1289.443	1294.772	1300.118	1305.482	1310.864	1316.253	1321.651	1327.067	1332.484	1337.908	1343.335	1348.763	1354.189	1359.632	1365.055	1370.484	1375.917	1381.346	1386.778
252	New Caledonia	269.091	272.988	276.983	281.059	285.201	289.399	293.634	297.91	302.223	306.582	310.988	315.418	319.885	324.359	328.817	333.239	337.627	341.968	346.27	350.541	354.791	359.003	363.179	367.336	371.468	375.589	379.683	383.772	387.854	391.938	396.032	400.136	404.254	408.385	412.531	416.679	420.838	425.006	429.178	433.369	437.565	441.775	445.99	450.224	454.447	458.67	462.895	467.115	471.328	475.539	479.732	483.925	488.11	492.285	496.453	500.608	504.756	508.896	513.029	517.156	521.276	525.39	529.5	533.605	537.706	541.808	545.903	550.005	554.097	558.201	562.304	566.413	570.519	574.65	578.776	582.908	587.053	591.208	595.362	599.532	603.704	607.876	612.057	616.251	620.441	624.628
253	Papua New Guinea	7919.825	8093.641	8272.187	8454.838	8641.118	8830.645	9023.187	9218.635	9416.997	9618.35	9822.727	10030.062	10240.017	10452.034	10665.36	10879.44	11094.027	11309.148	11524.885	11741.42	11958.926	12177.362	12396.669	12616.974	12838.442	13061.185	13285.275	13510.68	13737.43	13965.494	14194.877	14425.559	14657.541	14890.862	15125.552	15361.641	15599.102	15837.849	16077.752	16318.629	16560.325	16802.765	17045.883	17289.543	17533.616	17777.98	18022.544	18267.248	18512.035	18756.882	19001.758	19246.614	19491.388	19736.013	19980.408	20224.514	20468.282	20711.709	20954.817	21197.657	21440.26	21682.605	21924.666	22166.464	22408.006	22649.318	22890.366	23131.134	23371.534	23611.445	23850.796	24089.534	24327.64	24565.103	24801.921	25038.073	25273.554	25508.293	25742.257	25975.375	26207.608	26438.927	26669.28	26898.662	27127.035	27354.42
254	Solomon Islands	587.482	600.078	612.932	626.022	639.335	652.866	666.616	680.589	694.815	709.295	724.06	739.108	754.42	769.967	785.692	801.558	817.556	833.678	849.926	866.31	882.818	899.457	916.21	933.076	950.061	967.149	984.347	1001.642	1019.042	1036.514	1054.067	1071.687	1089.387	1107.17	1125.057	1143.063	1161.185	1179.432	1197.78	1216.222	1234.738	1253.338	1272.022	1290.783	1309.628	1328.558	1347.573	1366.664	1385.828	1405.042	1424.305	1443.607	1462.943	1482.314	1501.722	1521.143	1540.587	1560.05	1579.527	1599.001	1618.465	1637.93	1657.36	1676.778	1696.165	1715.516	1734.829	1754.097	1773.312	1792.477	1811.584	1830.637	1849.628	1868.568	1887.441	1906.268	1925.042	1943.76	1962.41	1981.012	1999.54	2017.994	2036.38	2054.695	2072.938	2091.112
255	Vanuatu	264.603	270.756	277.044	283.47	289.991	296.618	303.349	310.154	317.057	324.058	331.146	338.329	345.601	352.933	360.321	367.739	375.193	382.671	390.189	397.747	405.346	413.004	420.704	428.452	436.263	444.136	452.071	460.066	468.121	476.251	484.446	492.703	501.024	509.399	517.839	526.33	534.874	543.455	552.087	560.75	569.451	578.182	586.943	595.726	604.527	613.337	622.148	630.973	639.799	648.637	657.482	666.323	675.184	684.047	692.918	701.791	710.663	719.546	728.434	737.334	746.246	755.17	764.109	773.056	782.022	790.986	799.968	808.948	817.944	826.927	835.924	844.918	853.91	862.878	871.851	880.787	889.713	898.615	907.485	916.328	925.147	933.928	942.681	951.396	960.072	968.694
256	Micronesia	518.995	523.844	529.005	534.41	540.026	545.789	551.712	557.786	563.994	570.381	576.96	583.704	590.614	597.587	604.522	611.365	618.091	624.697	631.188	637.545	643.83	650.005	656.089	662.06	667.959	673.76	679.491	685.156	690.745	696.326	701.843	707.357	712.824	718.346	723.879	729.479	735.129	740.868	746.673	752.535	758.459	764.436	770.477	776.567	782.668	788.786	794.961	801.102	807.248	813.385	819.528	825.641	831.737	837.805	843.847	849.849	855.847	861.816	867.755	873.688	879.584	885.502	891.413	897.306	903.194	909.113	915.035	920.943	926.868	932.79	938.703	944.593	950.507	956.399	962.275	968.174	974.032	979.88	985.74	991.608	997.433	1003.27	1009.105	1014.924	1020.753	1026.55
257	Guam	161.797	163.374	165.022	166.715	168.44	170.193	171.965	173.755	175.543	177.354	179.161	180.974	182.782	184.578	186.339	188.056	189.72	191.343	192.904	194.426	195.902	197.342	198.734	200.082	201.409	202.685	203.939	205.156	206.36	207.541	208.711	209.868	211.009	212.161	213.309	214.473	215.648	216.836	218.04	219.252	220.471	221.685	222.921	224.151	225.381	226.61	227.839	229.054	230.267	231.472	232.67	233.857	235.037	236.202	237.364	238.502	239.647	240.781	241.903	243.023	244.145	245.26	246.376	247.498	248.619	249.747	250.87	251.999	253.13	254.264	255.405	256.539	257.68	258.817	259.968	261.12	262.271	263.415	264.573	265.734	266.89	268.053	269.219	270.383	271.55	272.72
258	Kiribati	112.407	114.523	116.708	118.939	121.217	123.515	125.83	128.154	130.494	132.838	135.183	137.526	139.876	142.217	144.539	146.832	149.111	151.363	153.61	155.857	158.123	160.413	162.729	165.078	167.455	169.889	172.369	174.897	177.473	180.103	182.756	185.459	188.192	190.969	193.778	196.613	199.488	202.386	205.296	208.224	211.155	214.092	217.013	219.947	222.862	225.766	228.665	231.55	234.419	237.297	240.172	243.05	245.941	248.837	251.754	254.703	257.68	260.685	263.724	266.799	269.915	273.064	276.254	279.48	282.723	285.996	289.289	292.591	295.914	299.235	302.542	305.846	309.147	312.429	315.691	318.936	322.165	325.371	328.567	331.739	334.89	338.036	341.164	344.285	347.4	350.514
259	Marshall Islands	52.994	53.167	53.306	53.415	53.512	53.602	53.714	53.858	54.034	54.281	54.607	55.017	55.51	56.086	56.713	57.404	58.134	58.919	59.745	60.604	61.501	62.409	63.35	64.282	65.216	66.117	66.995	67.855	68.662	69.428	70.149	70.818	71.433	72.013	72.554	73.077	73.562	74.042	74.513	74.992	75.495	76.02	76.584	77.182	77.82	78.51	79.251	80.034	80.878	81.754	82.67	83.623	84.608	85.609	86.618	87.62	88.625	89.61	90.58	91.521	92.425	93.292	94.125	94.907	95.654	96.37	97.049	97.687	98.298	98.885	99.459	100.008	100.554	101.093	101.631	102.182	102.731	103.299	103.876	104.472	105.07	105.675	106.3	106.933	107.581	108.234
260	Micronesia (Fed. States of)	104.433	105.061	105.84	106.727	107.713	108.766	109.892	111.078	112.323	113.631	115.022	116.474	117.982	119.499	121.015	122.476	123.878	125.222	126.515	127.745	128.929	130.055	131.139	132.169	133.17	134.136	135.072	135.998	136.903	137.812	138.727	139.657	140.604	141.572	142.57	143.602	144.674	145.775	146.901	148.041	149.186	150.335	151.48	152.605	153.707	154.771	155.805	156.782	157.705	158.578	159.391	160.147	160.836	161.479	162.071	162.617	163.12	163.596	164.038	164.474	164.892	165.321	165.757	166.197	166.653	167.129	167.64	168.174	168.734	169.315	169.92	170.541	171.193	171.858	172.515	173.189	173.861	174.52	175.178	175.832	176.462	177.081	177.683	178.253	178.8	179.298
261	Nauru	11.26	11.248	11.251	11.262	11.289	11.321	11.358	11.406	11.453	11.504	11.571	11.627	11.696	11.761	11.82	11.881	11.941	11.992	12.047	12.094	12.141	12.184	12.219	12.256	12.291	12.328	12.36	12.393	12.414	12.449	12.472	12.499	12.518	12.552	12.569	12.6	12.621	12.646	12.679	12.706	12.734	12.766	12.788	12.825	12.852	12.878	12.914	12.942	12.975	13.004	13.04	13.069	13.099	13.137	13.162	13.197	13.233	13.267	13.304	13.339	13.374	13.416	13.453	13.491	13.533	13.578	13.618	13.669	13.715	13.762	13.818	13.872	13.919	13.975	14.031	14.091	14.143	14.2	14.254	14.317	14.377	14.433	14.492	14.561	14.616	14.674
262	Northern Mariana Islands	54.816	54.936	55.088	55.282	55.502	55.745	56.007	56.285	56.58	56.889	57.218	57.571	57.921	58.277	58.612	58.926	59.216	59.474	59.699	59.884	60.036	60.151	60.222	60.257	60.248	60.208	60.135	60.022	59.884	59.728	59.543	59.346	59.142	58.926	58.718	58.5	58.291	58.09	57.908	57.736	57.588	57.453	57.347	57.26	57.192	57.144	57.13	57.133	57.154	57.192	57.257	57.335	57.433	57.537	57.652	57.775	57.902	58.033	58.161	58.292	58.398	58.516	58.612	58.701	58.778	58.846	58.906	58.942	58.96	58.977	58.974	58.966	58.948	58.926	58.897	58.878	58.853	58.84	58.825	58.82	58.822	58.833	58.855	58.893	58.948	59.014
