Report generated on: 07-09-2021 13:01:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
INTL.56-1-ABW-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,0,0,0,0,-0.0682256,0.0385766698,-0.02753029,-0.028,0,0,0,0,0,0,2.3560557268,2.362510674,2.362510674,2.362510674,2.356,2.351,2.235,2.477,2.465,2.811,2.813,2.822,0.68,0,0,0,0,0,0,0,0,
,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-AUS-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,460,474,444,489,571,665,606,639,633,583,666,635,619,589.1582410959,624.3095890411,646.7945205479,666.7486338798,694.5616438356,648.7068493151,646.9506849315,828.0582540984,768.2571287671,744.2448794521,629.8129808219,557.3441857924,580.7939315069,561.7725616438,567.3559178082,570.9126120219,580.7465342466,590.2252054795,514.6589315069,507.0888142077,432.7648356164,448.1563424658,401.8948219178,372.6923715847,340.420139726,372.3349318631,485.4617560553,491.7246881441,
INTL.55-1-AUS-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,440,454,422,468,546,640,580,612,605,555,638,606,591,558.0002410959,592.3095890411,613.7945205479,631.7486338798,658.5616438356,613.7068493151,610.9506849315,792.5655737705,732,707.4711232877,593.9863013699,521.5441857924,546.0849315069,527.5835616438,531.5219178082,535.5366120219,545.8575342466,555.3452054795,479.6849315069,473.2978142077,399.4438356164,418.7753424658,377.7288219178,349.8683715847,318.154139726,350.3349318631,463.4617560553,469.2586881441,
INTL.57-1-AUS-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,380,394,370,416,492,575,520,547,538,490,575,545,535,503.0002410959,536.3835616438,561.7945205479,569.631147541,587.6931506849,543.9726027397,538.9808219178,721.5655737705,657,625.9671232877,512.1643835616,435.9622185792,456.1150684932,437.3178082192,448.5698630137,459.3005464481,463.6821917808,478.5753424658,411.3315068493,405.3797814208,334.5808219178,353.3561643836,322.3260273973,289.7486338798,263.1607424658,283.6308222741,360.6973724937,351.1931198381,
INTL.58-1-AUS-TBPD.A,                NGPL (Mb/d),,,,,,,,60,60,52,52,54,65,60,65,67,65,63,61,56,55,55.9260273973,52,62.1174863388,70.8684931507,69.7342465753,71.9698630137,70,74,80,78.8219178082,82.5819672131,89.3698630137,89.2657534247,80.8520547945,72.8360655738,76.9753424658,70.7698630137,61.3534246575,59.9180327869,57.8630136986,58.4191780822,48.8547945205,55.1557377049,51.6273972603,61.704109589,97.7643835616,113.412568306,
INTL.59-1-AUS-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.504,3,3,0.6,1,2.1,3.4,5.2,6,7,8,7,7,6.548,4.964,3.366,5,5,4.653,
INTL.56-1-AUS-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,20,20,22,21,25,25,26,27,28,28,28,29,28,31.158,32,33,35,36,35,36,35.4926803279,36.2571287671,36.7737561644,35.8266794521,35.8,34.709,34.189,35.834,35.376,34.889,34.88,34.974,33.791,33.321,29.381,24.166,22.824,22.266,22,22,22.466,
,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-AUT-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,30,28,29,28,27,25,25,24,27,27,27,30,27,26.1024109589,26,27.704109589,26.6972677596,24,25.704109589,23.2,24.7469180328,25.2853328767,26.8938753425,25.9085383562,26.4622349727,24.9204383562,26.6174246575,27.6828082192,27.9259016393,28.192,36.2759178082,36.9725342466,37.0095355191,27.9799041096,31.9038630137,32.627890411,30.5652021858,28.4654493151,27.6485041096,27.5779150685,25.8574043716,
INTL.55-1-AUT-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,29,26,27,26,25,23,23,22,24,24,23,27,24,22.4924109589,21.7,23.604109589,22.4972677596,19.7,21.404109589,19,20.4,21.0684931507,22.1575342466,21.5150684932,22.1792349727,20.4164383562,22.1534246575,22.9178082192,22.7459016393,23.4,31.9669178082,32.1835342466,32.5245355191,23.5409041096,27.1018630137,27.939890411,25.7092021858,23.6734493151,22.0915041096,21.7889150685,20.0684043716,
INTL.57-1-AUT-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,28,25,26,25,23,22,22,21,23,23,22,26,23,21.6924109589,21,22.904109589,21.4972677596,19,20.504109589,18,19,18.6684931507,18.5808219178,17.9150684932,18.0792349727,16.8164383562,16.7534246575,16.7479452055,16.0819672131,16.3178082192,16.7452054795,17.6602739726,16.9153005464,16.1589041096,17.1698630137,16.495890411,15.1612021858,14.1834493151,13.2685041096,12.5389150685,10.8184043716,
INTL.58-1-AUT-TBPD.A,                NGPL (Mb/d),,,,,,,,1,1,1,1,1,1,1,0.6,1,1,1,1,0.9,0.8,0.7,0.7,1,0.7,0.9,1,1,2,3.0767123288,3,3,2,3,3.6684931507,4,3.9150684932,4.0767123288,3.997260274,4.0792349727,1,1,1,0,0,0,0,0,
INTL.59-1-AUT-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,1,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0.4,0.4,0.5,0.6,1.1,1.6,2.4,2.501369863,2.6639344262,3.1671232877,11.145,10.526,11.53,6.382,8.932,10.444,10.548,9.49,8.823,9.25,9.25,
INTL.56-1-AUT-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1.3,2,2,2,2,2,2.2,2.8,2.8,3.3,3.5,3.3,3.5,3.61,4.3,4.1,4.2,4.3,4.3,4.2,4.3469180328,4.216839726,4.7363410959,4.393469863,4.283,4.504,4.464,4.765,5.18,4.792,4.309,4.789,4.485,4.439,4.802,4.688,4.856,4.792,5.557,5.789,5.789,
,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-AZE-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,222,206.5001424658,191.1095890411,180.5575342466,180.3808743169,179.9753424658,236.7739726027,283.5780821918,288.5872103184,308.8623379109,315.4184464368,325.1747627892,317.6342295082,440.0056027397,646.5805479452,849.0690465753,878.1927240437,1015.9452630137,1044.844369863,993.2605205479,931.7560027322,880.824969863,856.8758986301,858.1772,843.5462513661,796.2715452056,808.1789437709,789.9721078344,700.7421695531,
INTL.55-1-AZE-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,222,208.0001424658,191.9095890411,182.0575342466,181.9808743169,179.9753424658,237.0739726027,282.9780821918,286.043715847,307.1671232877,313.8575342466,323.7547945205,315.4262295082,438.7726027397,645.5205479452,846.8330465753,873.9187240437,1010.0132630137,1038.683369863,987.0465205479,925.7040027322,874.422969863,850.5188986301,852.1692,837.5382513661,790.2635452056,802.1709437709,783.9641078344,694.7341695531,
INTL.57-1-AZE-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,213,200.0001424658,183.9095890411,175.0575342466,175.9808743169,172.7753424658,230.0739726027,275.9780821918,280.043715847,301.1671232877,310.2575342466,320.0547945205,311.4262295082,432.7726027397,639.5205479452,842.0767123288,869.5628415301,1005.8465753425,1034.6273972603,982.9945205479,921.7486338798,870.5945205479,846.7589041096,848.4739726027,833.5382513661,789.2635452056,798.1187766476,778.3043407111,693.7341695531,
INTL.58-1-AZE-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,9,8,8,7,6,7.2,7,7,6,6,3.6,3.7,4,6,6,4.7563342466,4.3558825137,4.1666876712,4.0559726027,4.052,3.9553688525,3.8284493151,3.7599945205,3.6952273973,4,1,4.0521671233,5.6597671233,1,
INTL.59-1-AZE-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-AZE-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,-0.2,-1.5,-0.8,-1.5,-1.6,,-0.3,0.6,2.5434944714,1.6952146232,1.5609121902,1.4199682687,2.208,1.233,1.06,2.236,4.274,5.932,6.161,6.214,6.052,6.402,6.357,6.008,6.008,6.008,6.008,6.008,6.008,
,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BHR-TBPD.A,        Total petroleum and other liquids (Mb/d),69.6767123288,66.4082191781,61.402739726,60.2513661202,55.9863013699,51.3232876712,49.0849315068,48.2459016393,46.0821917808,43.904109589,42,41.0792349727,42.4356164384,43.9232876712,42.4273972603,43.587431694,42.4082191781,42.0022,38.0030520548,36.7431693989,54.8,55.2,53,46.4,53.1,49.6,49.2,49.775009625,49.2545803753,49.3929133151,49.589591726,50.606,47.525,48.853,48.435,48.598,48.685,47.489,47.487,55.165,60.993,64.180109589,65.886,63.886,213.8653232877,211.8972520548,211.9133616438,185.3776229508,
INTL.55-1-BHR-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",69.6767123288,66.4082191781,61.402739726,60.2513661202,55.9863013699,51.3232876712,49.0849315068,48.2459016393,46.0821917808,43.904109589,42,41.0792349727,42.4356164384,43.9232876712,42.4273972603,43.587431694,42.4082191781,42.0022,38.0030520548,36.7431693989,53,54,51,45,51,48,48,48.37,47.3,47.257,47.632,48,45,46,46,46,46,44,45,52,58,60.504109589,62,60,209.9793232877,208.0112520548,208.0273616438,181.4916229508,
INTL.57-1-BHR-TBPD.A,                Crude oil including lease condensate (Mb/d),69.6767123288,66.4082191781,61.402739726,60.2513661202,55.9863013699,51.3232876712,49.0849315068,48.2459016393,46.0821917808,43.904109589,42,41.0792349727,42.4356164384,43.9232876712,42.4273972603,43.587431694,42.4082191781,42.0022,38.0030520548,36.7431693989,41,41,41,35,40,38,37,38,37,36.8,37.632,37,35,35,35,35,35,35,35,41,48,49.504109589,51,49,199.9793232877,197.0112520548,197.0380821918,170.7408934426,
INTL.58-1-BHR-TBPD.A,                NGPL (Mb/d),,,,,,,,8,8,8,9,9,6,8,9,9,8,5,5,7,12,13,10,10,11,10,11,10.37,10.3,10.457,10,11,10,11,11,11,11,9,10,11,10,11,11,11,10,11,10.9892794521,10.7507295082,
INTL.59-1-BHR-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-BHR-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,1,0.7,0.9,0.5,1,1,0.9,0.9,1.8,1.2,2,1.4,2.1,1.6,1.2,1.405009625,1.9545803753,2.1359133151,1.957591726,2.606,2.525,2.853,2.435,2.598,2.685,3.489,2.487,3.165,2.993,3.676,3.886,3.886,3.886,3.886,3.886,3.886,
,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BGD-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0.2,0.4,0.7,0.7,0.6,0.8,0.7,1,0.9,1,1.2,1.6,1.3,1.5,2.2,2.2,2,3.211034029,4.1014933735,6.8246917906,6.9128311286,6.746,6.76,6.733,6.724,6.4086666667,5.684,5.072,5.063,4.8486666667,4.156,4.127,4.105,4.105,15.5707534247,14.905,14.6907260274,14.3431912568,
INTL.55-1-BGD-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0.2,0.4,0.7,0.8,0.8,0.8,0.7,1,0.9,1.1,1.2,1.6,1.3,1.6,1.8,1.7,1.6,2.7,3.5808219178,6.3,6.3,6.2,6.2,6.2,6.2,5.8666666667,5.2,5.2,5.2,4.8666666667,4.2,4.2,4.2,4.2,15.6657534247,15,14.7857260274,14.4381912568,
INTL.57-1-BGD-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0.2,0.4,0.5,0.5,0.5,0.6,0.5,0.8,0.7,0.9,1,1.4,1.1,1.4,1.6,1.5,1.4,2.5,3.3808219178,6,6,6,6,6,6,5.6666666667,5,5,5,4.6666666667,4,4,4,4,3.6657534247,3,3,3,
INTL.58-1-BGD-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12,12,11.7857260274,11.4381912568,
INTL.59-1-BGD-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-BGD-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,-0.1,-0.2,-0.0712097029,-0.0387693259,0.0114823998,-0.0569149158,-0.1,0,,,-0.1,0.4,0.5,0.4,0.511034029,0.5206714557,0.5246917906,0.6128311286,0.546,0.56,0.533,0.524,0.542,0.484,-0.128,-0.137,-0.018,-0.044,-0.073,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,
,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BRB-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,1,1,2,2,1.9,1.2,1.2,1,1.1,1,1.2,1.2,1.1,1.1,1.2,0.9,1.6,1.9,1.53,1.271,1,1,1.002,1,1.1,1,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1,1,1.001,1.001,1.001,1.001,
INTL.55-1-BRB-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,1,1,2,2,2,1.4,1.3,1.1,1.2,1.2,1.4,1.3,1.2,1.3,1,0.9,1.6,1.9,1.53,1.271,1,1,1,1,1.1,1,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1,1,1.001,1.001,1.001,1.001,
INTL.57-1-BRB-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,1,1,2,2,2,1.4,1.3,1.1,1.2,1.2,1.4,1.3,1.2,1.3,1,0.9,1.6,1.9,1.53,1.271,1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
INTL.58-1-BRB-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-BRB-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0.001,
INTL.56-1-BRB-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.2,-0.1,-0.1,-0.1,-0.2,0.2,,,,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BLR-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,42,34.9479452055,36.3506849315,34.1808219178,32.8612021858,33.5424657534,33.9164383562,33.8890410959,34.6879136024,35.3719990496,33.469221064,34.3312857436,35.0313333333,35.155,35.602,36.011,35.296,32.063,32.113,30.739,30.124,31.307,33.193,26.3809315068,32.9386666667,32.2270246575,33.8217424658,34.2396767123,34.5687786885,
INTL.55-1-BLR-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,40,40.1479452055,39.7506849315,38.5808219178,36.1612021858,36.3424657534,36.4164383562,36.5890410959,37,37,36.5068493151,36.4,36.3333333333,35,35,35,35.2,33.5,30.76,30.62,30.66,30.52,30.56,26.4639315068,33.0216666667,32.3100246575,33.9047424658,34.3226767123,34.6517786885,
INTL.57-1-BLR-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,40,40.1479452055,39.7506849315,38.5808219178,36.1612021858,36.3424657534,36.4164383562,36.5890410959,37,37,36.5068493151,36.4,36.3333333333,35,35,35,35,33,30,30,30,30,30,26.0849315068,32.6666666667,31.9610246575,33.6607424658,34.0436767123,34.3727786885,
INTL.58-1-BLR-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-BLR-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.76,0.62,0.66,0.52,0.56,0.379,0.355,0.349,0.244,0.279,0.279,
INTL.56-1-BLR-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,1.6,-5.2,-3.4,-4.4,-3.3,-2.8,-2.5,-2.7,-2.3120863976,-1.6280009504,-3.0376282511,-2.0687142564,-1.302,0.155,0.602,1.011,0.096,-1.437,1.353,0.119,-0.536,0.787,2.633,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,
,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BEL-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,8,8,9,10,11,11,6.1,5.6,8.2,11,11,9.1,10,9.795,13,12,11,11,11,12,10.2181174863,12.3046,13.0608520548,11.0603479452,10.688,8.691,11.914,11.224,11.218,12.603,23.04,21.982,22.474,23.892,28.595,24.366,23.351,22.06,20.555,27.522,27.522,
INTL.55-1-BEL-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.49,0,0,0,10.34,11.452,10.873,10.956,14.563,9.633,9.47,11.549,11.072,11.37,11.37,
INTL.57-1-BEL-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-BEL-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-BEL-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.49,0,0,0,10.34,11.452,10.873,10.956,14.563,9.633,9.47,11.549,11.072,11.37,11.37,
INTL.56-1-BEL-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,8,8,9,10,11,11,6.1,5.6,8.2,11,11,9.1,10,9.795,13,12,11,11,11,12,10.2181174863,12.3046,13.0608520548,11.0603479452,10.688,8.671,11.424,11.224,11.218,12.603,12.7,10.53,11.601,12.936,14.032,14.733,13.881,10.511,9.483,16.152,16.152,
,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BLZ-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.257309589,2.9997972603,3.5106639344,3.9895013699,4.1469780822,3.8534493151,2.8140519126,2.1708383562,1.7600410959,1.7084931507,1.7,1.7,1.7,1.7,1.7,
INTL.55-1-BLZ-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.257309589,2.9997972603,3.5106639344,3.9895013699,4.1469780822,3.8534493151,2.8140519126,2.1708383562,1.7600410959,1.7084931507,1.7,1.7,1.7,1.7,1.7,
INTL.57-1-BLZ-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.257309589,2.9997972603,3.5106639344,3.9895013699,4.1469780822,3.8534493151,2.8140519126,2.1708383562,1.7600410959,1.7084931507,1.7,1.7,1.7,1.7,1.7,
INTL.58-1-BLZ-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-BLZ-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-BLZ-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BEN-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,4,7,8,8,7,5,4,4,4,5.6,5.8,5.9,3,2,1.3,1,1,0.69,0.7,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-BEN-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,4,7,8,8,7,5,4,4,4,5.6,5.8,5.9,3,2,1.3,1,1,0.69,0.7,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-BEN-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,4,7,8,8,7,5,4,4,4,5.6,5.8,5.9,3,2,1.3,1,1,0.69,0.7,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-BEN-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-BEN-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-BEN-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BMU-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-BMU-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-BMU-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-BMU-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-BMU-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-BMU-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-BTN-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-BTN-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
