Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
60	Benin	10575.952	10872.298	11175.692	11485.674	11801.595	12122.985	12449.613	12781.511	13118.725	13461.351	13809.467	14162.973	14521.715	14885.608	15254.549	15628.437	16007.138	16390.564	16778.622	17171.208	17568.229	17969.567	18375.045	18784.441	19197.485	19613.944	20033.64	20456.429	20882.131	21310.569	21741.574	22174.967	22610.581	23048.329	23488.116	23929.846	24373.388	24818.542	25265.096	25712.796	26161.405	26610.714	27060.566	27510.929	27961.798	28413.096	28864.707	29316.363	29767.686	30218.228	30667.609	31115.56	31561.943	32006.601	32449.448	32890.347	33329.135	33765.583	34199.421	34630.379	35058.195	35482.662	35903.626	36321.062	36734.926	37145.176	37551.659	37954.195	38352.559	38746.538	39135.904	39520.51	39900.236	40274.841	40644.077	41007.74	41365.702	41717.89	42064.272	42404.839	42739.575	43068.481	43391.504	43708.64	44019.833	44325.028
61	Burkina Faso	18110.624	18646.433	19193.382	19751.651	20321.56	20903.345	21496.961	22102.342	22719.682	23349.262	23991.225	24645.549	25312.044	25990.54	26680.772	27382.488	28095.447	28819.358	29553.841	30298.44	31052.714	31816.28	32588.733	33369.534	34158.075	34953.797	35756.3	36565.204	37379.889	38199.768	39024.308	39853.032	40685.652	41522.143	42362.617	43207.053	44055.23	44906.697	45760.92	46617.273	47475.204	48334.32	49194.359	50055.102	50916.382	51778.001	52639.58	53500.714	54361.074	55220.315	56078.054	56933.922	57787.46	58638.114	59485.278	60328.379	61166.972	62000.608	62828.769	63650.944	64466.612	65275.32	66076.64	66870.222	67655.758	68432.881	69201.314	69960.617	70710.255	71449.584	72178.105	72895.435	73601.435	74296.081	74979.473	75651.639	76312.509	76961.876	77599.489	78225.114	78838.567	79439.752	80028.64	80605.325	81169.984	81722.867
62	Cabo Verde	532.913	539.56	546.388	553.335	560.349	567.348	574.312	581.247	588.146	595.016	601.854	608.651	615.385	622.042	628.608	635.072	641.408	647.63	653.712	659.663	665.467	671.121	676.628	681.976	687.17	692.212	697.101	701.821	706.387	710.805	715.082	719.211	723.188	727.022	730.694	734.199	737.529	740.697	743.704	746.529	749.193	751.689	754.013	756.16	758.131	759.914	761.513	762.933	764.161	765.196	766.042	766.696	767.151	767.424	767.501	767.399	767.116	766.651	766.026	765.241	764.313	763.247	762.056	760.738	759.311	757.775	756.141	754.415	752.607	750.723	748.776	746.771	744.706	742.595	740.432	738.22	735.964	733.674	731.338	728.977	726.569	724.139	721.675	719.184	716.658	714.086
63	C?te d'Ivoire	23108.472	23695.919	24294.75	24905.843	25531.083	26171.75	26827.728	27498.056	28182.319	28879.988	29590.631	30314.031	31050.231	31799.349	32561.655	33337.306	34126.217	34928.213	35743.151	36570.885	37411.246	38264.047	39129.144	40006.316	40895.356	41796.024	42708.064	43631.197	44565.118	45509.489	46463.968	47428.299	48402.13	49384.946	50376.128	51375.178	52381.65	53395.312	54416.142	55444.236	56479.575	57521.895	58570.721	59625.535	60685.714	61750.672	62819.984	63893.284	64970.171	66050.268	67133.154	68218.449	69305.704	70394.351	71483.752	72573.371	73662.698	74751.421	75839.392	76926.539	78012.713	79097.637	80180.822	81261.687	82339.475	83413.62	84483.569	85549.031	86609.945	87666.372	88718.229	89765.27	90806.881	91842.161	92869.979	93889.433	94899.947	95901.275	96893.344	97876.125	98849.519	99813.323	100767.176	101710.581	102642.899	103563.352
64	Gambia	1977.59	2038.501	2100.568	2163.765	2228.075	2293.493	2359.954	2427.423	2495.903	2565.346	2635.74	2707.043	2779.225	2852.248	2926.075	3000.667	3075.997	3151.996	3228.62	3305.795	3383.475	3461.606	3540.115	3618.924	3697.953	3777.102	3856.32	3935.557	4014.728	4093.762	4172.601	4251.178	4329.458	4407.399	4484.972	4562.152	4638.898	4715.155	4790.919	4866.138	4940.793	5014.835	5088.254	5160.997	5233.04	5304.345	5374.891	5444.629	5513.532	5581.573	5648.736	5714.972	5780.241	5844.49	5907.669	5969.719	6030.593	6090.268	6148.691	6205.814	6261.599	6316.008	6369.016	6420.602	6470.716	6519.349	6566.465	6612.063	6656.156	6698.744	6739.862	6779.507	6817.672	6854.338	6889.48	6923.093	6955.181	6985.756	7014.859	7042.518	7068.758	7093.622	7117.142	7139.33	7160.207	7179.802
65	Ghana	27582.821	28206.728	28833.629	29463.643	30096.97	30733.755	31374.052	32017.825	32665.069	33315.708	33969.758	34627.161	35287.968	35952.49	36621.087	37294.019	37971.309	38652.767	39338.139	40027.113	40719.336	41414.511	42112.439	42813.023	43516.217	44221.824	44929.545	45638.788	46348.729	47058.334	47766.708	48473.345	49177.795	49879.254	50576.874	51269.943	51957.995	52640.729	53317.97	53989.616	54655.603	55315.682	55969.713	56617.789	57260.151	57896.929	58528.042	59153.361	59772.916	60386.781	60994.934	61597.278	62193.611	62783.647	63367.021	63943.441	64512.656	65074.418	65628.347	66173.992	66710.967	67238.954	67757.691	68266.951	68766.527	69256.2	69735.85	70205.197	70663.721	71110.753	71545.859	71968.787	72379.686	72778.876	73166.895	73544.161	73910.929	74267.216	74613.028	74948.365	75273.295	75588.035	75892.946	76188.555	76475.504	76754.605
66	Guinea	12091.533	12395.924	12717.176	13052.608	13398.18	13750.826	14109.66	14475.131	14847.144	15225.927	15611.6	16003.772	16401.917	16805.925	17215.775	17631.38	18052.55	18479.052	18910.686	19347.252	19788.558	20234.399	20684.604	21139.017	21597.512	22059.928	22526.069	22995.714	23468.655	23944.696	24423.594	24905.139	25389.111	25875.196	26363.034	26852.336	27342.813	27834.255	28326.505	28819.424	29312.851	29806.555	30300.278	30793.678	31286.402	31778.122	32268.57	32757.533	33244.813	33730.182	34213.447	34694.393	35172.791	35648.406	36120.999	36590.364	37056.273	37518.538	37977.033	38431.629	38882.199	39328.594	39770.593	40207.948	40640.388	41067.675	41489.598	41906.016	42316.847	42721.982	43121.33	43514.787	43902.195	44283.317	44657.894	45025.738	45386.716	45740.798	46087.988	46428.324	46761.834	47088.53	47408.422	47721.479	48027.664	48326.902
67	Guinea-Bissau	1770.526	1815.698	1861.283	1907.268	1953.723	2000.694	2048.139	2096.009	2144.247	2192.88	2241.865	2291.199	2340.894	2390.982	2441.532	2492.58	2544.12	2596.172	2648.734	2701.825	2755.473	2809.661	2864.364	2919.552	2975.168	3031.196	3087.557	3144.247	3201.208	3258.368	3315.68	3373.081	3430.548	3488.019	3545.439	3602.736	3659.886	3716.858	3773.621	3830.143	3886.4	3942.353	3998.013	4053.357	4108.398	4163.165	4217.629	4271.767	4325.567	4379.008	4432.079	4484.733	4536.978	4588.819	4640.242	4691.25	4741.845	4791.965	4841.583	4890.63	4939.056	4986.815	5033.901	5080.307	5126.044	5171.096	5215.45	5259.083	5301.95	5344.011	5385.219	5425.55	5465.018	5503.608	5541.346	5578.226	5614.262	5649.449	5683.782	5717.259	5749.865	5781.629	5812.559	5842.676	5872.011	5900.589
68	Liberia	4499.621	4613.823	4731.906	4853.516	4977.72	5103.853	5232.082	5362.863	5496.177	5631.939	5770.096	5910.628	6053.511	6198.65	6345.961	6495.377	6646.813	6800.202	6955.476	7112.532	7271.261	7431.614	7593.499	7756.851	7921.578	8087.611	8254.885	8423.317	8592.845	8763.359	8934.809	9107.105	9280.2	9454.055	9628.677	9804.031	9980.081	10156.726	10333.893	10511.471	10689.379	10867.513	11045.836	11224.283	11402.812	11581.381	11759.9	11938.295	12116.456	12294.273	12471.642	12648.483	12824.7	13000.221	13174.96	13348.829	13521.732	13693.598	13864.357	14033.924	14202.237	14369.213	14534.784	14698.834	14861.275	15022.009	15180.951	15338.057	15493.265	15646.552	15797.873	15947.184	16094.422	16239.521	16382.385	16522.941	16661.16	16797.023	16930.543	17061.73	17190.605	17317.174	17441.445	17563.435	17683.119	17800.502
69	Mali	17467.905	17994.837	18541.98	19107.706	19689.14	20284.18	20892.584	21515.305	22152.885	22806.188	23475.747	24161.496	24862.935	25579.703	26311.27	27057.112	27816.844	28590.026	29375.969	30173.868	30982.972	31802.693	32632.452	33471.454	34318.829	35173.773	36035.737	36904.189	37778.476	38657.969	39542.118	40430.33	41322.247	42217.82	43117.136	44020.171	44926.621	45836.003	46747.759	47661.234	48575.874	49491.173	50406.799	51322.53	52238.234	53153.63	54068.306	54981.656	55893.074	56801.833	57707.27	58608.833	59505.968	60397.896	61283.762	62162.821	63034.405	63898.039	64753.271	65599.713	66436.958	67264.542	68081.92	68888.495	69683.651	70466.814	71237.593	71995.636	72740.561	73471.98	74189.589	74893.066	75582.199	76256.97	76917.433	77563.59	78195.36	78812.561	79414.98	80002.394	80574.641	81131.606	81673.273	82199.65	82710.868	83207.1
70	Mauritania	4182.341	4301.018	4420.184	4540.068	4661.149	4783.767	4907.911	5033.378	5160.072	5287.877	5416.711	5546.519	5677.339	5809.251	5942.334	6076.668	6212.246	6349.041	6487.015	6626.118	6766.329	6907.598	7049.901	7193.176	7337.362	7482.408	7628.249	7774.826	7922.068	8069.896	8218.228	8367.01	8516.175	8665.625	8815.261	8965	9114.775	9264.531	9414.225	9563.831	9713.321	9862.627	10011.698	10160.497	10308.97	10457.086	10604.785	10752.025	10898.755	11044.939	11190.525	11335.471	11479.727	11623.244	11765.958	11907.842	12048.824	12188.874	12327.932	12465.975	12602.931	12738.763	12873.404	13006.835	13139.029	13269.949	13399.561	13527.8	13654.515	13779.515	13902.661	14023.88	14143.159	14260.514	14376.017	14489.677	14601.517	14711.47	14819.492	14925.511	15029.498	15131.42	15231.278	15329.107	15424.969	15518.953
71	Niger	19896.965	20672.987	21477.348	22311.375	23176.691	24074.693	25006.169	25971.63	26971.755	28007.201	29078.59	30186.498	31331.492	32514.05	33734.605	34993.54	36291.212	37627.934	39004.045	40419.822	41875.504	43371.196	44906.971	46482.854	48098.857	49754.92	51450.899	53186.599	54961.679	56775.732	58628.306	60518.972	62447.295	64412.836	66415.162	68453.727	70527.898	72636.918	74779.976	76956.138	79164.493	81404.054	83673.874	85972.999	88300.45	90655.175	93036.234	95442.36	97871.78	100322.396	102792.433	105280.267	107784.956	110306.303	112844.493	115399.229	117969.699	120554.078	123149.782	125753.678	128363.138	130976.44	133592.705	136211.245	138831.703	141453.5	144075.492	146696.188	149314.23	151928.227	154536.803	157138.734	159732.857	162317.853	164892.401	167455.204	170005.059	172540.8	175061.32	177565.522	180052.321	182520.629	184969.324	187397.293	189803.421	192186.56
72	Nigeria	181181.744	185989.64	190886.311	195875.237	200962.417	206152.701	211446.673	216844.136	222348.372	227963.272	233691.888	239535.182	245493.375	251567.63	257758.923	264067.527	270493.005	277033.906	283687.937	290452.075	297323.173	304298.813	311376.13	318550.761	325817.659	333172.092	340610.467	348129.233	355723.613	363388.543	371119.359	378911.776	386762.397	394668.494	402627.873	410637.868	418695.576	426796.967	434936.945	443109.787	451310.617	459535.453	467781.971	476049.06	484336.507	492643.358	500966.325	509301.59	517646.987	526000.45	534359.116	542719.689	551077.258	559425.224	567755.913	576062.295	584339.74	592583.932	600788.687	608947.469	617054.577	625105.166	633095.697	641023.567	648886.93	656683.661	664410.278	672063.181	679640.045	687138.861	694557.237	701892.652	709141.675	716299.957	723362.6	730325.352	737184.974	743939.102	750585.94	757123.861	763551.079	769865.547	776064.86	782146.23	788106.542	793942.316
73	Saint Helena	4.034	4.035	4.049	4.074	4.096	4.126	4.147	4.171	4.187	4.211	4.224	4.244	4.257	4.279	4.292	4.303	4.311	4.319	4.32	4.325	4.327	4.324	4.325	4.318	4.313	4.303	4.288	4.278	4.272	4.257	4.246	4.236	4.218	4.21	4.196	4.181	4.17	4.161	4.16	4.142	4.132	4.124	4.114	4.105	4.096	4.085	4.077	4.066	4.066	4.054	4.042	4.036	4.026	4.014	4.004	3.994	3.982	3.965	3.957	3.947	3.936	3.922	3.91	3.897	3.883	3.87	3.857	3.837	3.823	3.806	3.789	3.771	3.751	3.732	3.715	3.695	3.679	3.663	3.643	3.622	3.604	3.588	3.57	3.55	3.531	3.516
74	Senegal	14976.994	15411.614	15850.567	16294.27	16743.859	17200.154	17662.986	18131.864	18606.962	19088.521	19576.78	20071.771	20573.592	21082.543	21599	22123.23	22655.295	23195.138	23742.785	24298.189	24861.284	25431.934	26009.975	26595.099	27186.954	27785.159	28389.472	28999.548	29614.906	30234.952	30859.185	31487.25	32118.833	32753.518	33390.907	34030.62	34672.365	35315.896	35960.989	36607.455	37255.131	37903.805	38553.326	39203.64	39854.776	40506.694	41159.252	41812.308	42465.83	43119.815	43774.198	44428.853	45083.556	45738.038	46391.971	47045.071	47697.055	48347.71	48996.77	49643.966	50289.008	50931.606	51571.443	52208.212	52841.609	53471.306	54097.032	54718.469	55335.084	55946.309	56551.65	57150.769	57743.487	58329.674	58909.284	59482.235	60048.389	60607.509	61159.381	61703.758	62240.467	62769.355	63290.362	63803.467	64308.734	64806.263
75	Sierra Leone	7237.025	7396.19	7557.212	7719.729	7883.123	8046.931	8211.069	8375.679	8540.92	8706.972	8873.984	9041.924	9210.65	9379.98	9549.678	9719.531	9889.414	10059.265	10228.964	10398.417	10567.515	10736.157	10904.2	11071.477	11237.831	11403.087	11567.121	11729.839	11891.123	12050.862	12208.952	12365.273	12519.739	12672.291	12822.945	12971.626	13118.294	13262.816	13405.036	13544.775	13681.848	13816.162	13947.666	14076.321	14202.109	14325.016	14444.993	14561.941	14675.792	14786.456	14893.871	14997.966	15098.704	15196.037	15289.93	15380.332	15467.233	15550.596	15630.329	15706.331	15778.555	15846.955	15911.572	15972.46	16029.711	16083.42	16133.599	16180.28	16223.545	16263.431	16300.02	16333.36	16363.508	16390.51	16414.404	16435.233	16453.053	16467.947	16479.983	16489.265	16495.859	16499.858	16501.338	16500.385	16497.057	16491.439
76	Togo	7416.802	7606.374	7797.694	7990.926	8186.384	8384.291	8584.627	8787.334	8992.575	9200.531	9411.356	9625.068	9841.604	10060.882	10282.798	10507.241	10734.128	10963.365	11194.773	11428.165	11663.343	11900.152	12138.472	12378.124	12618.921	12860.688	13103.308	13346.634	13590.457	13834.554	14078.714	14322.8	14566.742	14810.565	15054.358	15298.154	15541.914	15785.514	16028.791	16271.558	16513.67	16754.99	16995.482	17235.164	17474.071	17712.22	17949.528	18185.87	18421.101	18655.037	18887.516	19118.433	19347.667	19575.072	19800.497	20023.795	20244.838	20463.516	20679.696	20893.261	21104.102	21312.092	21517.135	21719.121	21917.941	22113.506	22305.746	22494.566	22679.822	22861.336	23039.006	23212.714	23382.471	23548.33	23710.418	23868.799	24023.51	24174.5	24321.735	24465.166	24604.759	24740.517	24872.484	25000.728	25125.364	25246.548
77	ASIA	4419897.601	4462676.731	4504428.373	4545133.094	4584807.072	4623454.191	4661038.369	4697504.814	4732823.225	4766965.112	4799909.855	4831638.139	4862147.053	4891455.202	4919593.554	4946586.362	4972442.842	4997160.559	5020740.081	5043179.046	5064479.825	5084644.871	5103689.081	5121642.44	5138542.949	5154419.096	5169286.149	5183143.256	5195983.342	5207791.701	5218558.306	5228289.869	5236996.045	5244673.469	5251317.241	5256927.499	5261515.607	5265097.185	5267683.934	5269289.277	5269931.516	5269628.678	5268409.586	5266317.671	5263404.552	5259717.37	5255287.955	5250143.673	5244322.397	5237862.657	5230800.359	5223166.165	5214987.721	5206293.106	5197108.684	5187459.467	5177373.292	5166873.16	5155972.374	5144679.884	5133008.396	5120977.429	5108613.245	5095943.554	5082998.953	5069807.932	5056389.788	5042764.23	5028959.92	5015007.298	5000931.899	4986751.876	4972478.089	4958119.157	4943679.711	4929164.111	4914577.565	4899925.891	4885214.449	4870446.803	4855623.778	4840743.181	4825799.644	4810784.049	4795684.39	4780484.993
78	Eastern Asia	1635150.365	1641908.531	1648164.577	1653883.533	1659040.77	1663618.587	1667591.279	1670949.582	1673717.297	1675934.318	1677633.109	1678822.173	1679501.948	1679688.68	1679400.109	1678652.854	1677461.082	1675837.112	1673793.579	1671342.331	1668495.733	1665264.436	1661661.607	1657704.685	1653412.822	1648801.894	1643884.736	1638668.106	1633154.18	1627341.662	1621231.501	1614833.544	1608158.201	1601208.021	1593984.096	1586491.284	1578740.674	1570748.106	1562530.371	1554106.761	1545497.497	1536718.196	1527788.734	1518739.087	1509603.484	1500412.328	1491184.435	1481936.058	1472691.447	1463475.225	1454307.872	1445205.487	1436177.307	1427226.852	1418353.233	1409556.525	1400844.656	1392224.542	1383693.637	1375246.411	1366880.422	1358598.257	1350407.25	1342315.793	1334334.403	1326472.543	1318733.491	1311121.547	1303647.786	1296325.259	1289163.34	1282163.465	1275323.912	1268646.115	1262130.528	1255774.478	1249571.576	1243511.916	1237582.648	1231768.625	1226053.057	1220417.611	1214842.679	1209307.269	1203789.088	1198264.52
79	China	1397028.553	1403500.365	1409517.397	1415045.928	1420062.022	1424548.266	1428480.534	1431849.651	1434676.116	1436995.094	1438835.697	1440205.376	1441105.792	1441555.143	1441574.218	1441181.813	1440391.65	1439215.347	1437667.004	1435760.478	1433508.888	1430922.498	1428012.154	1424791.461	1421274.537	1417472.814	1413396.936	1409051.555	1404434.236	1399538.493	1394361.025	1388909.186	1383191.989	1377210.27	1370963.871	1364456.723	1357698.332	1350704.05	1343491.986	1336083.672	1328500.912	1320759.08	1312877.134	1304885.395	1296818.439	1288706.557	1280567.92	1272417.59	1264278.114	1256172.116	1248117.944	1240129.971	1232215.578	1224376.041	1216607.94	1208908.827	1201285.224	1193741.774	1186271.236	1178862.711	1171509.615	1164212.104	1156977.361	1149814.677	1142736.651	1135754.217	1128870.924	1122090.279	1115423.052	1108881.678	1102475.45	1096205.865	1090072.306	1084078.362	1078227.261	1072518.596	1066947.246	1061503.776	1056175.305	1050946.576	1045800.902	1040720.508	1035686.713	1030679.993	1025679.938	1020665.216
80	China, Hong Kong SAR	7245.701	7302.843	7364.883	7428.887	7490.776	7547.652	7598.189	7643.256	7684.801	7725.859	7768.51	7813.304	7859.214	7904.81	7947.995	7987.249	8022.196	8053.254	8080.703	8105.05	8126.741	8145.817	8162.246	8176.354	8188.511	8199.064	8208.186	8216.005	8222.743	8228.616	8233.792	8238.41	8242.592	8246.402	8249.908	8253.141	8256.176	8259.038	8261.762	8264.361	8266.853	8269.227	8271.461	8273.46	8275.053	8276.133	8276.662	8276.639	8275.978	8274.603	8272.466	8269.575	8265.942	8261.571	8256.466	8250.655	8244.177	8237.128	8229.722	8222.163	8214.663	8207.349	8200.316	8193.708	8187.689	8182.402	8177.929	8174.36	8171.851	8170.59	8170.698	8172.242	8175.198	8179.474	8184.933	8191.445	8198.92	8207.329	8216.63	8226.776	8237.712	8249.311	8261.424	8273.853	8286.344	8298.64
81	China, Macao SAR	600.942	612.167	622.567	632.418	642.09	651.875	661.838	671.858	681.876	691.748	701.381	710.768	719.928	728.851	737.513	745.908	754.011	761.85	769.424	776.756	783.877	790.784	797.489	804.016	810.408	816.675	822.835	828.901	834.885	840.815	846.711	852.577	858.409	864.203	869.922	875.543	881.078	886.517	891.846	897.082	902.195	907.196	912.081	916.841	921.456	925.947	930.292	934.501	938.57	942.512	946.33	950.027	953.615	957.079	960.432	963.666	966.784	969.808	972.741	975.587	978.37	981.104	983.788	986.426	988.992	991.499	993.933	996.335	998.709	1001.109	1003.558	1006.066	1008.628	1011.292	1014.085	1017.02	1020.111	1023.344	1026.715	1030.182	1033.753	1037.394	1041.095	1044.823	1048.569	1052.336
82	China, Taiwan Province of China	23485.755	23556.706	23626.456	23694.089	23758.247	23817.905	23872.68	23922.727	23968.059	24008.872	24045.238	24076.884	24103.448	24124.746	24140.587	24150.708	24155.057	24153.232	24144.28	24127.012	24100.534	24064.633	24019.489	23965.194	23902.035	23830.334	23750.229	23662.065	23566.775	23465.522	23359.293	23248.622	23133.855	23015.549	22894.279	22770.537	22644.734	22517.191	22388.274	22258.223	22127.286	21995.678	21863.549	21730.931	21597.772	21464.033	21329.807	21195.113	21059.813	20923.64	20786.44	20648.273	20509.236	20369.272	20228.309	20086.382	19943.63	19800.309	19656.81	19513.582	19371.065	19229.521	19089.287	18951.057	18815.663	18683.773	18555.716	18431.649	18311.762	18196.244	18085.164	17978.705	17876.875	17779.436	17686.02	17596.32	17510.202	17427.616	17348.574	17273.13	17201.216	17132.704	17067.389	17004.936	16944.934	16886.866
83	Dem. People's Republic of Korea	25243.917	25368.62	25490.965	25610.672	25727.408	25840.863	25950.762	26056.854	26158.991	26257.063	26350.877	26440.287	26524.975	26604.29	26677.453	26743.895	26803.384	26855.925	26901.502	26940.153	26971.999	26997.036	27015.392	27027.443	27033.684	27034.528	27030.232	27020.983	27007.159	26989.131	26967.265	26941.83	26913.047	26881.134	26846.286	26808.68	26768.513	26725.991	26681.309	26634.672	26586.25	26536.214	26484.692	26431.705	26377.256	26321.376	26264.127	26205.636	26146.05	26085.576	26024.364	25962.497	25900.018	25836.884	25773.044	25708.449	25643.134	25577.155	25510.566	25443.447	25375.847	25307.827	25239.373	25170.514	25101.224	25031.518	24961.397	24890.905	24820.083	24748.978	24677.653	24606.12	24534.383	24462.436	24390.247	24317.792	24245.096	24172.142	24098.968	24025.59	23952.021	23878.264	23804.323	23730.171	23655.802	23581.172
84	Japan	127974.958	127748.513	127484.45	127185.332	126854.745	126495.647	126109.475	125696.763	125258.6	124795.916	124309.808	123801.486	123272.528	122724.751	122160.142	121580.505	120987.465	120382.187	119765.44	119137.707	118499.79	117852.825	117198.468	116538.74	115875.93	115212.067	114548.214	113885.455	113225.711	112571.117	111923.238	111282.691	110649.523	110023.889	109405.677	108794.446	108190.314	107592.366	106997.864	106403.191	105805.496	105204.044	104598.757	103988.291	103371.344	102747.177	102115.62	101477.467	100834.469	100189.045	99543.48	98899.033	98256.958	97619.59	96989.549	96369.242	95759.712	95162.396	94580.594	94018.096	93477.602	92960.604	92466.653	91993.893	91539.348	91100.643	90677.058	90268.634	89874.529	89493.912	89125.918	88769.804	88424.653	88089.287	87762.433	87442.977	87130.095	86823.188	86521.837	86225.661	85934.292	85647.302	85364.207	85084.448	84807.399	84532.388
85	Mongolia	2976.877	3027.398	3075.647	3121.772	3166.244	3209.404	3251.146	3291.243	3329.746	3366.713	3402.258	3436.417	3469.237	3500.845	3531.367	3560.959	3589.666	3617.577	3644.86	3671.639	3698.058	3724.192	3750.086	3775.81	3801.444	3827.004	3852.533	3878.009	3903.436	3928.776	3953.993	3979.071	4003.931	4028.415	4052.289	4075.382	4097.631	4119.011	4139.399	4158.677	4176.784	4193.675	4209.378	4223.951	4237.501	4250.134	4261.89	4272.802	4283.032	4292.699	4301.957	4310.875	4319.524	4327.975	4336.331	4344.68	4353.05	4361.488	4370.038	4378.742	4387.607	4396.664	4405.876	4415.221	4424.628	4434.048	4443.444	4452.78	4461.968	4470.909	4479.504	4487.718	4495.515	4502.814	4509.552	4515.683	4521.151	4525.952	4530.079	4533.543	4536.345	4538.5	4540.006	4540.876	4541.128	4540.768
86	Republic of Korea	50593.662	50791.919	50982.212	51164.435	51339.238	51506.975	51666.655	51817.23	51959.108	52093.053	52219.34	52337.651	52446.826	52545.244	52630.834	52701.817	52757.653	52797.74	52820.366	52823.536	52805.846	52766.651	52706.283	52625.667	52526.273	52409.408	52275.571	52125.133	51959.235	51779.192	51586.184	51381.157	51164.855	50938.159	50701.864	50456.832	50203.896	49943.942	49677.931	49406.883	49131.721	48853.082	48571.682	48288.513	48004.663	47720.971	47438.117	47156.31	46875.421	46595.034	46314.891	46035.236	45756.436	45478.44	45201.162	44924.624	44648.945	44374.484	44101.93	43832.083	43565.653	43303.084	43044.596	42790.297	42540.208	42294.443	42053.09	41816.605	41585.832	41361.839	41145.395	40936.945	40736.354	40543.014	40355.997	40174.645	39998.755	39828.569	39664.54	39507.167	39356.816	39213.628	39077.522	38948.169	38824.974	38707.134
87	South-Central Asia	1892013.476	1916054.394	1939824.232	1963314.586	1986522.007	2009437.029	2032047.135	2054325.317	2076230.377	2097712.574	2118731.996	2139265.832	2159305.866	2178845.602	2197884.876	2216421.72	2234448.756	2251954.937	2268931.928	2285371.484	2301268.106	2316615.176	2331413.544	2345674.634	2359415.337	2372647.476	2385373.432	2397587.879	2409285.525	2420458.083	2431098.606	2441205.319	2450777.255	2459808.946	2468294.191	2476227.92	2483609.524	2490438.285	2496709.549	2502418.119	2507561.48	2512140.458	2516160.26	2519628.822	2522556.73	2524954.293	2526830.213	2528191.881	2529047.33	2529404.618	2529273.585	2528664.255	2527590.679	2526071.938	2524129.983	2521784.709	2519051.723	2515943.515	2512473.137	2508652.717	2504494.99	2500013.62	2495224.051	2490142.813	2484787.407	2479174.148	2473316.27	2467226.166	2460918.077	2454406.009	2447702.893	2440822.338	2433774.509	2426564.342	2419194.296	2411669.269	2403998.387	2396194.419	2388272.435	2380247.917	2372135.449	2363948.262	2355697.782	2347393.522	2339043.315	2330653.164
88	Central Asia	68705.005	69787.76	70839.675	71860.465	72853.515	73821.123	74761.381	75671.124	76550.614	77400.778	78222.849	79017.009	79784.66	80529.842	81257.767	81972.702	82676.254	83369.188	84053.784	84732.29	85406.331	86076.751	86743.486	87405.745	88062.082	88711.058	89352.249	89984.715	90605.654	91211.566	91799.568	92368.432	92917.494	93445.23	93950.2	94431.359	94888.04	95320.184	95728.019	96112.264	96473.631	96812.367	97129.12	97425.51	97703.541	97965.036	98210.833	98441.639	98658.802	98863.794	99057.766	99241.576	99415.68	99580.264	99735.235	99880.564	100016.564	100143.54	100261.546	100370.512	100470.382	100561.239	100643.151	100716.092	100780.03	100834.892	100880.683	100917.389	100945.032	100963.596	100973.098	100973.515	100964.795	100946.822	100919.483	100882.659	100836.288	100780.335	100714.784	100639.647	100554.839	100460.38	100356.191	100242.202	100118.302	99984.383
89	Kazakhstan	17749.648	17987.736	18204.499	18403.86	18592.97	18777.139	18956.868	19130.148	19296.971	19457.023	19610.258	19757.087	19898.462	20035.454	20169.369	20301.322	20431.842	20561.319	20690.459	20819.957	20950.36	21081.969	21214.885	21349.154	21484.634	21621.166	21758.673	21896.943	22035.402	22173.301	22309.977	22445.138	22578.426	22709.123	22836.34	22959.432	23078.067	23192.121	23301.376	23405.696	23505.028	23599.296	23688.633	23773.466	23854.36	23931.858	24006.162	24077.505	24146.388	24213.432	24279.11	24343.722	24407.451	24470.474	24532.943	24594.973	24656.654	24718.076	24779.305	24840.41	24901.384	24962.197	25022.714	25082.647	25141.62	25199.293	25255.475	25309.986	25362.511	25412.709	25460.275	25505.022	25546.752	25585.162	25619.92	25650.77	25677.568	25700.252	25718.832	25733.347	25743.864	25750.428	25753.087	25751.887	25746.85	25738.006
90	Kyrgyzstan	5865.401	5955.734	6045.117	6132.932	6218.616	6301.718	6381.898	6459.055	6533.394	6605.291	6675.072	6742.763	6808.412	6872.4	6935.224	6997.284	7058.739	7119.629	7180.113	7240.301	7300.284	7360.133	7419.811	7479.195	7538.049	7596.178	7653.535	7710.049	7765.538	7819.764	7872.543	7923.784	7973.435	8021.47	8067.88	8112.653	8155.767	8197.197	8236.949	8275.017	8311.417	8346.162	8379.29	8410.905	8441.113	8470.031	8497.71	8524.165	8549.468	8573.672	8596.829	8618.99	8640.179	8660.406	8679.635	8697.868	8715.126	8731.432	8746.866	8761.454	8775.263	8788.315	8800.607	8812.199	8823.14	8833.46	8843.173	8852.243	8860.66	8868.391	8875.401	8881.68	8887.168	8891.765	8895.348	8897.809	8899.067	8899.097	8897.881	8895.416	8891.668	8886.609	8880.196	8872.337	8862.952	8851.934
