Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
93	Uzbekistan	30976.021	31410.728	31816.014	32195.139	32550.7	32884.589	33197.979	33491.374	33764.674	34017.395	34249.22	34460.578	34653.17	34830.167	34995.611	35152.557	35302.291	35444.689	35579.508	35705.918	35823.232	35931.516	36030.907	36120.692	36199.906	36267.696	36323.771	36367.803	36398.808	36415.637	36417.442	36403.866	36374.94	36330.696	36271.371	36197.215	36108.316	36004.934	35887.714	35757.485	35615.019	35460.739	35295.033	35118.582	34932.111	34736.255	34531.494	34318.225	34096.869	33867.835	33631.482	33388.228	33138.377	32882.019	32619.148	32349.842	32074.359	31793.074	31506.294	31214.374	30917.651	30616.428	30311.05	30001.947	29689.596	29374.45	29056.838	28737.081	28415.569	28092.666	27768.721	27444.037	27118.875	26793.482	26468.094	26142.92	25818.172	25493.999	25170.565	24847.995	24526.386	24205.855	23886.438	23568.193	23251.154	22935.31
94	Southern Asia	1823308.471	1843837.659	1863374.159	1882026.417	1899874.499	1916970.092	1933334.978	1948962.623	1963822.658	1977868.528	1991060.708	2003390.971	2014903.886	2025706.147	2035940.394	2045708.609	2055049.278	2063933.768	2072312.849	2080106.242	2087251.045	2093734.767	2099564.519	2104718.143	2109173.15	2112910.497	2115919.481	2118191.453	2119713.956	2120475.268	2120468.548	2119690.737	2118146.743	2115849.207	2112816.524	2109066.104	2104607.359	2099450.425	2093616.088	2087128.233	2080008.449	2072271.142	2063928.829	2054998.877	2045499.05	2035445.023	2024852.746	2013733.164	2002090.74	1989926.504	1977244.635	1964056.352	1950376.952	1936220.27	1921601.317	1906535.458	1891038.598	1875126.02	1858812.371	1842112.176	1825041.88	1807619.218	1789865.311	1771804.885	1753465.051	1734871.855	1716046.106	1697008.87	1677786.94	1658408.445	1638899.232	1619282.829	1599578.125	1579800.417	1559962.45	1540078.82	1520167.782	1500250.455	1480349.722	1460488.647	1440689.183	1420971.513	1401354.083	1381853.176	1362483.237	1343256.77
95	Afghanistan	33736.494	34563.056	35375.664	36176.205	36966.028	37745.912	38516.06	39276.091	40025.173	40762.098	41485.836	42195.892	42892.8	43578.266	44254.66	44923.556	45585.23	46238.7	46882.679	47515.31	48134.989	48740.999	49332.831	49909.169	50468.541	51009.654	51531.725	52034.053	52515.596	52975.296	53412.313	53826.007	54216.121	54582.681	54925.973	55246.194	55543.233	55816.943	56067.546	56295.35	56500.609	56683.425	56843.793	56981.803	57097.506	57190.927	57262.143	57311.214	57338.276	57343.518	57327.012	57288.885	57229.089	57147.523	57043.983	56918.353	56770.806	56601.454	56410.066	56196.291	55960.018	55701.428	55421.029	55119.595	54798.114	54457.502	54098.425	53721.444	53327.208	52916.35	52489.605	52047.745	51591.688	51122.449	50641.166	50148.921	49646.74	49135.553	48616.296	48089.906	47557.364	47019.723	46478.093	45933.673	45387.714	44841.532
96	Bangladesh	161200.886	162636.263	164029.148	165383.795	166701.473	167980.501	169216.028	170400.27	171523.052	172572.816	173539.618	174418.242	175210.96	175928.805	176588.097	177200.646	177769.715	178291.428	178761.817	179174.262	179523.828	179809.716	180033.395	180194.706	180293.898	180331.046	180306.198	180218.826	180067.974	179852.453	179571.624	179225.53	178815.144	178341.943	177807.933	177214.964	176564.071	175856.245	175093.234	174276.986	173409.276	172491.47	171524.757	170510.511	169450.109	168344.801	167195.866	166004.401	164771.318	163497.36	162183.348	160830.293	159439.255	158011.253	156547.304	155048.399	153515.737	151950.277	150352.604	148723.081	147062.404	145371.702	143652.512	141906.375	140135.072	138340.369	136523.834	134687.108	132832.276	130961.549	129077.071	127180.739	125274.356	123359.824	121439.043	119513.914	117586.367	115658.335	113731.767	111808.595	109890.783	107980.261	106078.968	104188.831	102311.764	100449.691
97	Bhutan	787.386	796.18	804.459	812.243	819.595	826.52	833.031	839.122	844.797	850.035	854.823	859.178	863.112	866.67	869.932	872.935	875.713	878.259	880.561	882.617	884.421	885.96	887.26	888.299	889.088	889.62	889.894	889.903	889.636	889.084	888.241	887.101	885.658	883.912	881.848	879.469	876.78	873.771	870.451	866.816	862.886	858.654	854.132	849.318	844.236	838.887	833.287	827.44	821.348	815.028	808.482	801.717	794.73	787.565	780.207	772.687	765.001	757.162	749.189	741.078	732.841	724.485	716.029	707.473	698.84	690.129	681.368	672.554	663.709	654.832	645.946	637.054	628.171	619.302	610.457	601.642	592.876	584.153	575.477	566.864	558.322	549.838	541.44	533.114	524.879	516.717
98	India	1309053.98	1322573.942	1335363.213	1347500.072	1359043.965	1370035.548	1380495.728	1390426.622	1399814.418	1408634.169	1416864.215	1424501.489	1431574.981	1438151.433	1444319.114	1450139.817	1455639.098	1460795.939	1465567.02	1469885.684	1473700.704	1477001.338	1479795.199	1482070.839	1483818.886	1485032.519	1485706.74	1485839.82	1485433.871	1484493.935	1483026.319	1481034.494	1478525.395	1475514.2	1472019.822	1468059.308	1463643.18	1458780.488	1453485.401	1447772.802	1441656.263	1435146.09	1428251.614	1420983.874	1413353.739	1405370.639	1397045.512	1388384.868	1379388.092	1370051.212	1360373.798	1350362.22	1340027.871	1329381.893	1318437.373	1307207.142	1295702.509	1283934.113	1271913.779	1259653.633	1247166.628	1234466.042	1221566.661	1208485.104	1195239.147	1181846.21	1168320.774	1154678.111	1140937.434	1127119.125	1113241.759	1099321.998	1085373	1071405.315	1057427.51	1043449.669	1029484.504	1015547.01	1001653.427	987820.194	974062.864	960395.758	946831.78	933382.327	920057.35	906865.402
99	Iran (Islamic Republic of)	79360.487	80161.928	80880.811	81526.021	82104.834	82622.971	83084.457	83491.743	83845.937	84147.228	84396.207	84595.109	84749.103	84866.742	84958.538	85032.739	85093.201	85140.725	85176.556	85200.755	85213.232	85214.72	85205.697	85185.042	85151	85101.641	85036.164	84952.916	84847.993	84716.554	84554.596	84360.304	84132.559	83868.968	83567.16	83225.371	82842.555	82418.525	81953.719	81449.119	80905.803	80324.219	79705.149	79050.566	78362.903	77644.431	76896.634	76120.858	75318.975	74493.002	73644.823	72776.286	71889.045	70984.497	70063.911	69128.741	68180.737	67221.9	66254.24	65279.871	64300.903	63318.924	62335.886	61354.644	60378.397	59409.806	58450.388	57501.14	56563.449	55638.539	54727.274	53830.354	52947.874	52079.251	51223.422	50379.36	49546.314	48723.649	47910.812	47107.051	46311.352	45522.325	44738.222	43956.866	43175.736	42391.906
100	Maldives	418.403	426.772	434.475	441.593	448.17	454.258	459.886	465.071	469.805	474.1	477.939	481.351	484.371	487.077	489.575	491.929	494.184	496.342	498.434	500.432	502.353	504.209	506.009	507.743	509.418	511.013	512.532	513.968	515.292	516.487	517.52	518.398	519.087	519.581	519.867	519.912	519.722	519.282	518.589	517.65	516.473	515.047	513.377	511.473	509.343	506.989	504.422	501.638	498.657	495.475	492.106	488.554	484.825	480.917	476.829	472.57	468.142	463.556	458.823	453.93	448.888	443.72	438.423	433.021	427.527	421.95	416.304	410.609	404.88	399.159	393.458	387.812	382.2	376.66	371.206	365.858	360.626	355.499	350.494	345.579	340.769	336.042	331.402	326.83	322.321	317.873
101	Nepal	28656.282	28931.797	29195.798	29449.123	29692.232	29925.18	30147.604	30358.771	30557.604	30742.838	30913.397	31068.793	31209.459	31336.922	31453.366	31560.383	31658.51	31747.344	31826.325	31894.511	31951.228	31996.404	32030.339	32053.174	32065.138	32066.414	32057.088	32037.124	32006.47	31965.013	31912.716	31849.58	31775.763	31691.592	31597.487	31493.777	31380.638	31258.006	31125.897	30984.148	30832.702	30671.6	30500.919	30320.644	30130.785	29931.324	29722.284	29503.731	29275.722	29038.37	28791.758	28536.001	28271.139	27997.101	27713.787	27421.139	27119.276	26808.428	26488.802	26160.699	25824.4	25480.206	25128.416	24769.317	24403.196	24030.413	23651.383	23266.619	22876.709	22482.284	22084.007	21682.436	21278.175	20871.96	20464.605	20056.859	19649.429	19242.966	18838.077	18435.389	18035.556	17639.233	17247.16	16860.085	16478.813	16104.177
102	Pakistan	189380.513	192978.969	196477.575	199889.298	203223.426	206485.518	209677.235	212796.529	215838.298	218795.436	221662.094	224437.094	227126.94	229747.126	232318.442	234856.263	237364.975	239841.636	242285.058	244691.457	247056.833	249380.263	251659.42	253886.552	256051.813	258146.449	260166.283	262107.4	263961.628	265719.897	267374.904	268922.63	270361.087	271687.88	272901.513	274001.221	274985.534	275854.759	276612.617	277264.496	277814.895	278265.615	278617.455	278872.922	279034.571	279104.753	279085.312	278977.904	278784.363	278506.399	278145.581	277703.476	277181.193	276579.16	275897.438	275136.323	274297.125	273381.13	272388.643	271319.746	270175.012	268955.662	267663.713	266301.754	264872.836	263379.836	261824.839	260209.852	258537.653	256811.176	255033.168	253206.422	251333.16	249414.919	247452.924	245448.847	243405.128	241324.856	239211.533	237068.835	234900.356	232709.515	230499.544	228273.427	226033.948	223783.665
103	Sri Lanka	20714.04	20768.752	20813.016	20848.067	20874.776	20893.684	20904.949	20908.404	20903.574	20889.808	20866.579	20833.823	20792.16	20743.106	20688.67	20630.341	20568.652	20503.395	20434.399	20361.214	20283.457	20201.158	20114.369	20022.619	19925.368	19822.141	19712.857	19597.443	19475.496	19346.549	19210.315	19066.693	18915.929	18758.45	18594.921	18425.888	18251.646	18072.406	17888.634	17700.866	17509.542	17315.022	17117.633	16917.766	16715.858	16512.272	16307.286	16101.11	15893.989	15686.14	15477.727	15268.92	15059.805	14850.361	14640.485	14430.104	14219.265	14008	13796.225	13583.847	13370.786	13157.049	12942.642	12727.602	12511.922	12295.64	12078.791	11861.433	11643.622	11425.431	11206.944	10988.269	10769.501	10550.737	10332.117	10113.75	9895.798	9678.434	9461.839	9246.234	9031.817	8818.818	8607.474	8398.023	8190.712	7985.807
104	South-Eastern Asia	634609.846	640865.258	646766.436	652348.125	657636.924	662651.388	667401.535	671889.219	676109.56	680052.955	683711.633	687086.439	690193	693064.17	695742.859	698260.299	700629.846	702845.836	704896.671	706761.98	708426.015	709886.541	711147.006	712203.816	713053.442	713692.385	714118.99	714330.273	714320.398	714082.533	713611.967	712907.737	711971.624	710805.586	709412.994	707797.724	705962.937	703912.899	701654.542	699196.146	696545.856	693709.348	690693.188	687507.541	684163.975	680672.593	677040.363	673272.724	669376.348	665357.668	661222.322	656975.794	652622.282	648164.322	643603.464	638941.496	634182.17	629328.928	624382.869	619344.349	614214.579	608996.773	603695.186	598313.131	592854.323	587322.876	581722.942	576059.629	570339.823	564571.192	558760.931	552914.93	547038.439	541137.445	535217.894	529285.669	523346.788	517407.136	511472.736	505549.444	499643.181	493759.879	487905.381	482085.545	476306.193	470573.14
105	Brunei Darussalam	417.542	422.535	427.269	431.747	436.009	440.064	443.92	447.571	451.017	454.252	457.284	460.101	462.713	465.148	467.432	469.583	471.616	473.52	475.291	476.919	478.385	479.701	480.861	481.86	482.709	483.387	483.908	484.272	484.456	484.475	484.306	483.969	483.445	482.742	481.846	480.758	479.469	478.009	476.355	474.518	472.518	470.346	468.031	465.548	462.944	460.191	457.325	454.348	451.252	448.06	444.774	441.403	437.953	434.419	430.814	427.151	423.425	419.64	415.811	411.93	408.015	404.065	400.083	396.065	392.028	387.963	383.883	379.782	375.672	371.555	367.431	363.298	359.166	355.036	350.907	346.78	342.667	338.564	334.48	330.411	326.353	322.322	318.307	314.313	310.339	306.399
106	Cambodia	15517.635	15731.17	15935.182	16130.785	16318.799	16499.732	16673.777	16840.794	17000.4	17152.052	17295.302	17430.103	17557.063	17677.539	17793.354	17905.872	18015.539	18122.204	18225.769	18325.93	18422.379	18515.144	18604.158	18688.999	18769.074	18843.879	18913.225	18976.925	19034.431	19085.133	19128.554	19164.463	19192.858	19213.812	19227.559	19234.281	19234.003	19226.747	19212.726	19192.201	19165.417	19132.476	19093.49	19048.699	18998.369	18942.705	18881.872	18815.9	18744.759	18668.376	18586.685	18499.784	18407.757	18310.568	18208.142	18100.479	17987.657	17869.838	17747.231	17620.065	17488.604	17353.01	17213.494	17070.342	16923.862	16774.36	16622.024	16467.062	16309.856	16150.794	15990.21	15828.331	15665.256	15500.981	15335.405	15168.48	15000.251	14830.866	14660.485	14489.274	14317.374	14144.855	13971.724	13797.939	13623.376	13447.856
107	Indonesia	258162.113	260759.61	263191.991	265476.576	267626.884	269652.652	271559.612	273349.724	275021.704	276572.051	277997.903	279300.157	280486.179	281570.954	282573.815	283508.726	284381.933	285190.619	285928.213	286583.732	287148.755	287621.897	288004.984	288296.386	288494.744	288598.748	288607.875	288521.098	288336.322	288051.154	287664.226	287175.58	286586.788	285900.154	285118.868	284246.105	283284.042	282235.066	281103.176	279892.891	278608.526	277253.24	275830.202	274343.782	272798.591	271198.852	269547.569	267847.471	266101.968	264314.441	262487.771	260624.456	258726.074	256793.192	254825.706	252823.763	250788.637	248721.711	246623.389	244493.839	242333.467	240143.307	237924.638	235678.456	233405.83	231107.993	228786.284	226442.296	224077.928	221695.278	219296.394	216883.328	214457.969	212022.183	209577.858	207127.03	204672.031	202215.404	199759.898	197308.363	194863.705	192428.865	190006.785	187600.452	185212.857	182847.004
108	Lao People's Democratic Republic	6663.967	6757.558	6846.733	6931.962	7013.568	7091.811	7166.8	7238.552	7306.989	7371.967	7433.368	7491.176	7545.576	7596.962	7645.884	7692.706	7737.58	7780.39	7820.943	7858.908	7894.043	7926.274	7955.634	7981.999	8005.246	8025.288	8042.071	8055.539	8065.654	8072.368	8075.636	8075.439	8071.801	8064.791	8054.525	8041.083	8024.517	8004.851	7982.138	7956.432	7927.783	7896.248	7861.884	7824.734	7784.866	7742.336	7697.194	7649.504	7599.289	7546.599	7491.465	7433.95	7374.119	7312.022	7247.732	7181.3	7112.803	7042.318	6969.945	6895.757	6819.855	6742.32	6663.268	6582.806	6501.061	6418.149	6334.177	6249.243	6163.495	6077.07	5990.106	5902.708	5814.958	5726.944	5638.698	5550.289	5461.797	5373.299	5284.909	5196.703	5108.772	5021.179	4934.002	4847.291	4761.074	4675.398
109	Malaysia	30723.155	31108.031	31481.404	31843.742	32195.233	32535.758	32864.875	33181.833	33485.654	33775.211	34049.554	34308.267	34551.74	34781.279	34998.779	35205.678	35402.513	35589.072	35765.123	35930.161	36083.888	36226.367	36358.017	36479.268	36590.649	36692.595	36785.227	36868.547	36942.726	37007.91	37064.188	37111.626	37150.111	37179.237	37198.462	37207.338	37205.75	37193.667	37170.909	37137.289	37092.678	37036.969	36970.166	36892.429	36804.034	36705.166	36595.951	36476.35	36346.329	36205.806	36054.75	35893.3	35721.637	35539.854	35348.068	35146.436	34935.212	34714.716	34485.337	34247.506	34001.673	33748.24	33487.679	33220.583	32947.608	32669.389	32386.413	32099.201	31808.414	31514.786	31218.945	30921.388	30622.498	30322.78	30022.711	29722.702	29423.082	29124.09	28825.9	28528.649	28232.438	27937.339	27643.409	27350.667	27059.123	26768.749
110	Myanmar	52403.669	52832.166	53233.329	53609.492	53962.448	54293.437	54603.175	54891.808	55159.059	55404.313	55627.044	55827.232	56005.747	56164.505	56306.025	56432.058	56543.385	56639.416	56718.935	56780.023	56821.235	56842.314	56843.519	56824.473	56784.842	56724.413	56643.093	56540.975	56418.292	56275.422	56112.757	55930.579	55729.264	55509.345	55271.492	55016.34	54744.41	54456.254	54152.656	53834.459	53502.44	53157.176	52799.234	52429.36	52048.374	51656.959	51255.673	50844.906	50424.903	49995.808	49557.814	49111.232	48656.433	48193.624	47723.001	47244.749	46759.231	46266.748	45767.385	45261.168	44748.215	44228.934	43703.88	43173.592	42638.701	42099.859	41557.656	41012.793	40466.246	39919.118	39372.444	38826.94	38283.32	37742.54	37205.587	36673.35	36146.549	35625.777	35111.501	34604.141	34104.107	33611.85	33127.792	32652.411	32186.194	31729.631
111	Philippines	101716.359	103177.272	104599.599	105988.294	107346.838	108677.285	109980.184	111254.618	112498.49	113708.86	114883.124	116020.255	117121.87	118192.685	119239.254	120266.041	121274.494	122262.526	123226.665	124161.724	125063.592	125931.062	126764.235	127561.957	128323.232	129047.162	129732.929	130379.789	130987.126	131554.43	132081.343	132567.369	133012.394	133417.048	133782.272	134108.756	134396.873	134646.429	134856.921	135027.569	135157.949	135248.056	135298.547	135310.356	135284.804	135222.959	135125.371	134992.257	134824.083	134621.225	134384.065	134113.073	133808.712	133471.293	133101.114	132698.503	132263.987	131798.021	131300.767	130772.306	130212.881	129623.057	129003.659	128355.505	127679.545	126976.771	126247.986	125494.155	124716.649	123917.018	123096.662	122256.702	121398.06	120521.671	119628.41	118719.166	117794.932	116856.726	115905.634	114942.681	113968.9	112985.266	111992.692	110992.032	109984.1	108969.641
112	Singapore	5535.262	5630.371	5711.717	5780.514	5838.063	5885.738	5925.039	5957.526	5984.83	6008.541	6030.078	6050.426	6070.009	6088.616	6105.567	6120.36	6133.176	6144.365	6153.801	6161.332	6166.81	6170.226	6171.584	6170.833	6167.927	6162.831	6155.516	6145.971	6134.236	6120.327	6104.277	6086.129	6065.898	6043.568	6019.097	5992.479	5963.759	5933.051	5900.508	5866.354	5830.776	5793.882	5755.749	5716.508	5676.298	5635.238	5593.431	5550.951	5507.888	5464.326	5420.329	5375.979	5331.317	5286.353	5241.08	5195.498	5149.619	5103.501	5057.176	5010.716	4964.161	4917.537	4870.845	4824.058	4777.129	4730.033	4682.767	4635.333	4587.766	4540.07	4492.275	4444.394	4396.448	4348.381	4300.152	4251.741	4203.173	4154.468	4105.748	4057.091	4008.583	3960.305	3912.338	3864.742	3817.578	3770.888
113	Thailand	68657.6	68776.239	68847.702	68877.018	68868.601	68826.285	68753.259	68652.129	68524.937	68373.273	68198.571	68002.378	67786.651	67553.862	67306.647	67046.907	66776.064	66494.021	66199.147	65888.861	65561.191	65215.795	64853.135	64473.001	64075.307	63659.972	63226.995	62776.262	62307.523	61820.491	61315.091	60791.685	60250.82	59692.961	59118.68	58528.732	57923.831	57305.101	56674.241	56033.313	55384.176	54727.982	54065.852	53399.537	52730.941	52061.696	51392.944	50725.51	50060.189	49397.626	48738.38	48082.995	47431.949	46785.639	46144.37	45508.322	44877.71	44252.436	43631.891	43015.234	42401.75	41791.241	41183.644	40578.51	39975.376	39373.882	38773.937	38175.53	37578.571	36982.975	36388.794	35796.202	35205.518	34617.269	34032.084	33450.635	32873.518	32301.348	31734.735	31174.353	30620.978	30075.469	29538.826	29012.152	28496.673	27993.716
114	Timor-Leste	1240.977	1266.675	1292.505	1318.527	1344.758	1371.238	1397.951	1424.895	1452.031	1479.344	1506.775	1534.313	1561.96	1589.738	1617.703	1645.861	1674.213	1702.711	1731.305	1759.898	1788.424	1816.858	1845.147	1873.274	1901.183	1928.828	1956.197	1983.246	2009.927	2036.176	2061.951	2087.201	2111.949	2136.229	2160.101	2183.62	2206.789	2229.589	2252.015	2274.06	2295.698	2316.94	2337.767	2358.204	2378.239	2397.879	2417.112	2435.922	2454.251	2472.072	2489.335	2506.02	2522.099	2537.526	2552.241	2566.197	2579.375	2591.747	2603.303	2614.029	2623.921	2632.961	2641.143	2648.45	2654.862	2660.359	2664.953	2668.644	2671.465	2673.44	2674.616	2675.001	2674.597	2673.432	2671.525	2668.874	2665.508	2661.444	2656.695	2651.27	2645.178	2638.452	2631.079	2623.094	2614.49	2605.294
115	Viet Nam	93571.567	94403.631	95199.005	95959.468	96685.723	97377.388	98032.943	98649.769	99224.449	99753.091	100232.63	100662.031	101043.492	101382.882	101688.399	101966.507	102219.333	102446.992	102651.479	102834.492	102997.313	103140.903	103265.732	103371.766	103458.529	103525.282	103571.954	103597.649	103599.705	103574.647	103519.638	103433.697	103316.296	103165.699	102980.092	102758.232	102499.494	102204.135	101872.897	101507.06	101107.895	100676.033	100212.266	99718.384	99196.515	98648.612	98075.921	97479.605	96861.437	96223.329	95566.954	94893.602	94204.232	93499.832	92781.196	92049.098	91304.514	90548.252	89780.634	89001.799	88212.037	87412.101	86602.853	85784.764	84958.321	84124.118	83282.862	82435.59	81583.761	80729.088	79873.054	79016.638	78160.649	77306.228	76454.557	75606.622	74763.28	73925.15	73092.751	72266.508	71446.793	70633.977	69828.427	69030.452	68240.389	67458.564
